"kategorie nieliczbowe";"campaign";"contact";"default";"education";"job";"marital";"month";"pdays";"poutcome";"previous";"Rok";"przedzial_czas rozmowy";"przedzial_wiek";"przedzial_emp.var.rate";"przedzial_cons.price.idx";"przedzial_cons.conf.idx";"przedzial_euribor3m";"przedzial_nr.employed";"y"
"retired";1.0;"cellular";"no";"high.school";"retired";"married";"sep";6.0;"success";1.0;2010;"0-1229.5";"'(57.5-71]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";2.0;"cellular";"no";"high.school";"admin.";"married";"oct";6.0;"success";2.0;2010;"0-1229.5";"'(44-57.5]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"unemployed";1.0;"cellular";"no";"high.school";"unemployed";"married";"sep";6.0;"success";3.0;2010;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"housemaid";3.0;"cellular";"no";"professional.course";"housemaid";"married";"jul";6.0;"success";1.0;2010;"0-1229.5";"'(44-57.5]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";1.0;"cellular";"no";"professional.course";"technician";"married";"oct";3.0;"success";1.0;2010;"0-1229.5";"'(30.5-44]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";2.0;"cellular";"no";"professional.course";"technician";"married";"oct";27.0;"success";1.0;2010;"0-1229.5";"'(30.5-44]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"unemployed";1.0;"cellular";"no";"professional.course";"unemployed";"married";"may";6.0;"success";3.0;2010;"0-1229.5";"'(44-57.5]'";;"'(93.484-93.911667]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"university.degree";"admin.";"married";"aug";4.0;"success";2.0;2010;"0-1229.5";"'(44-57.5]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"university.degree";"admin.";"married";"jun";3.0;"success";2.0;2010;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"university.degree";"admin.";"married";"oct";3.0;"success";2.0;2010;"0-1229.5";"'(30.5-44]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";2.0;"cellular";"no";"university.degree";"admin.";"married";"sep";6.0;"success";2.0;2010;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"management";2.0;"cellular";"no";"university.degree";"management";"married";"sep";3.0;"success";2.0;2010;"0-1229.5";"'(44-57.5]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"management";1.0;"cellular";"no";"university.degree";"management";"married";"sep";3.0;"success";3.0;2010;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"unknown";1.0;"cellular";"no";"unknown";"unknown";"married";"aug";6.0;"success";1.0;2010;"0-1229.5";"'(57.5-71]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"unknown";"admin.";"married";"sep";7.0;"success";3.0;2010;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";2.0;"cellular";"no";"basic.4y";"retired";"married";"oct";7.0;"success";3.0;2011;"0-1229.5";"'(57.5-71]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";3.0;"cellular";"no";"basic.4y";"retired";"married";"mar";6.0;"success";4.0;2011;"0-1229.5";"'(71-84.5]'";;"'(93.056333-93.484]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"unemployed";2.0;"cellular";"no";"basic.9y";"unemployed";"married";"sep";9.0;"success";1.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";3.0;"cellular";"no";"professional.course";"retired";"married";"aug";3.0;"success";1.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";4.0;"cellular";"no";"professional.course";"technician";"married";"jul";26.0;"success";1.0;2011;"0-1229.5";"0-30.5";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"management";2.0;"cellular";"no";"university.degree";"management";"married";"may";9.0;"success";1.0;2011;"0-1229.5";"'(44-57.5]'";;"'(93.484-93.911667]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";3.0;"cellular";"no";"university.degree";"technician";"married";"aug";6.0;"success";2.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"university.degree";"admin.";"married";"jul";6.0;"success";2.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"management";2.0;"cellular";"no";"university.degree";"management";"married";"sep";6.0;"success";2.0;2011;"0-1229.5";"'(44-57.5]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"blue-collar";1.0;"cellular";"no";"unknown";"blue-collar";"married";"apr";6.0;"success";1.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.484-93.911667]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";2.0;"cellular";"no";"basic.4y";"retired";"married";"apr";4.0;"success";1.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.484-93.911667]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";2.0;"cellular";"no";"basic.4y";"retired";"married";"aug";13.0;"success";1.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";1.0;"cellular";"no";"basic.4y";"retired";"married";"may";3.0;"success";3.0;2011;"0-1229.5";"'(71-84.5]'";;"'(93.484-93.911667]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"services";2.0;"cellular";"no";"high.school";"services";"married";"mar";3.0;"success";1.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.056333-93.484]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";1.0;"cellular";"no";"high.school";"technician";"married";"jul";6.0;"success";3.0;2011;"0-1229.5";"'(44-57.5]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";2.0;"cellular";"no";"professional.course";"technician";"married";"nov";6.0;"success";1.0;2011;"0-1229.5";"'(30.5-44]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";2.0;"cellular";"no";"university.degree";"retired";"married";"jul";12.0;"success";1.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";2.0;"cellular";"no";"university.degree";"admin.";"married";"nov";6.0;"success";1.0;2011;"0-1229.5";"'(30.5-44]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";;"'(-inf-5029.725]'";"yes"
"entrepreneur";1.0;"cellular";"no";"university.degree";"entrepreneur";"married";"sep";3.0;"success";1.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";2.0;"cellular";"no";"unknown";"technician";"married";"mar";3.0;"success";2.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.056333-93.484]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"housemaid";3.0;"cellular";"no";"basic.6y";"housemaid";"married";"jul";6.0;"success";2.0;2011;"0-1229.5";"'(44-57.5]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"unemployed";2.0;"cellular";"no";"basic.9y";"unemployed";"married";"nov";3.0;"success";2.0;2011;"0-1229.5";"'(30.5-44]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";2.0;"cellular";"no";"high.school";"admin.";"married";"aug";16.0;"success";1.0;2011;"0-1229.5";"'(44-57.5]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";3.0;"cellular";"no";"high.school";"retired";"married";"may";6.0;"success";1.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.484-93.911667]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"high.school";"admin.";"married";"sep";6.0;"success";1.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";2.0;"cellular";"no";"high.school";"admin.";"married";"jul";10.0;"success";2.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"services";1.0;"cellular";"no";"high.school";"services";"married";"jul";6.0;"success";2.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";1.0;"cellular";"no";"professional.course";"technician";"married";"apr";18.0;"success";1.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.484-93.911667]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";1.0;"cellular";"no";"professional.course";"technician";"married";"aug";6.0;"success";2.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";1.0;"cellular";"no";"professional.course";"retired";"married";"oct";6.0;"success";3.0;2011;"0-1229.5";"'(57.5-71]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";1.0;"cellular";"no";"professional.course";"technician";"married";"oct";6.0;"success";3.0;2011;"0-1229.5";"'(44-57.5]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";3.0;"cellular";"no";"university.degree";"admin.";"married";"aug";6.0;"success";1.0;2011;"0-1229.5";"0-30.5";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";2.0;"cellular";"no";"university.degree";"admin.";"married";"jul";6.0;"success";1.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";4.0;"cellular";"no";"university.degree";"admin.";"married";"sep";6.0;"success";1.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";2.0;"cellular";"no";"university.degree";"retired";"married";"sep";6.0;"success";1.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";1.0;"cellular";"no";"university.degree";"technician";"married";"sep";3.0;"success";1.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"university.degree";"admin.";"married";"may";3.0;"success";2.0;2011;"0-1229.5";"'(44-57.5]'";;"'(93.484-93.911667]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"housemaid";1.0;"cellular";"no";"university.degree";"housemaid";"married";"oct";6.0;"success";2.0;2011;"0-1229.5";"'(30.5-44]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"housemaid";2.0;"cellular";"no";"university.degree";"housemaid";"married";"oct";13.0;"success";2.0;2011;"0-1229.5";"'(30.5-44]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"management";1.0;"cellular";"no";"university.degree";"management";"married";"sep";17.0;"success";2.0;2011;"0-1229.5";"'(44-57.5]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";2.0;"cellular";"no";"university.degree";"retired";"married";"nov";6.0;"success";3.0;2011;"0-1229.5";"'(57.5-71]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"management";1.0;"cellular";"no";"university.degree";"management";"married";"may";3.0;"success";4.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.484-93.911667]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";1.0;"cellular";"no";"university.degree";"technician";"married";"may";3.0;"success";4.0;2011;"0-1229.5";"'(44-57.5]'";;"'(93.484-93.911667]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"housemaid";2.0;"cellular";"no";"university.degree";"housemaid";"married";"oct";11.0;"success";4.0;2011;"0-1229.5";"'(30.5-44]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";1.0;"cellular";"no";"unknown";"retired";"married";"mar";6.0;"success";2.0;2011;"0-1229.5";"'(71-84.5]'";;"'(93.056333-93.484]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";3.0;"cellular";"no";"unknown";"admin.";"married";"may";9.0;"success";2.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.484-93.911667]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";1.0;"cellular";"no";"basic.4y";"retired";"married";"sep";3.0;"success";2.0;2011;"0-1229.5";"84.5-100";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"entrepreneur";1.0;"cellular";"no";"basic.6y";"entrepreneur";"married";"jun";2.0;"success";3.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";1.0;"cellular";"no";"high.school";"retired";"married";"jun";3.0;"success";1.0;2011;"0-1229.5";"'(44-57.5]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"high.school";"admin.";"married";"oct";4.0;"success";3.0;2011;"0-1229.5";"'(57.5-71]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";2.0;"cellular";"no";"professional.course";"admin.";"married";"nov";10.0;"success";1.0;2011;"'(1229.5-2459]'";"'(44-57.5]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"professional.course";"admin.";"married";"sep";3.0;"success";3.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";2.0;"cellular";"no";"university.degree";"retired";"married";"mar";5.0;"success";1.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.056333-93.484]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";2.0;"cellular";"no";"university.degree";"retired";"married";"mar";6.0;"success";1.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.056333-93.484]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"management";1.0;"cellular";"no";"university.degree";"management";"married";"jun";3.0;"success";2.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"management";1.0;"cellular";"no";"university.degree";"management";"married";"jun";6.0;"success";2.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"university.degree";"admin.";"married";"mar";6.0;"success";2.0;2011;"0-1229.5";"'(44-57.5]'";;"'(93.056333-93.484]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"self-employed";4.0;"cellular";"no";"university.degree";"self-employed";"married";"aug";6.0;"success";3.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"unknown";"admin.";"married";"nov";7.0;"success";2.0;2011;"0-1229.5";"'(57.5-71]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";1.0;"cellular";"no";"unknown";"technician";"married";"nov";6.0;"success";2.0;2011;"0-1229.5";"'(30.5-44]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"housemaid";2.0;"cellular";"no";"basic.4y";"housemaid";"married";"apr";6.0;"success";1.0;2011;"0-1229.5";"'(44-57.5]'";;"'(93.484-93.911667]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";2.0;"cellular";"no";"basic.4y";"retired";"married";"aug";6.0;"success";3.0;2011;"0-1229.5";"'(71-84.5]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";1.0;"cellular";"no";"basic.9y";"technician";"married";"sep";6.0;"success";5.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";1.0;"cellular";"no";"high.school";"retired";"married";"may";10.0;"success";1.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.484-93.911667]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";1.0;"cellular";"no";"high.school";"retired";"married";"sep";6.0;"success";1.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";2.0;"cellular";"no";"high.school";"admin.";"married";"oct";6.0;"success";2.0;2011;"0-1229.5";"'(44-57.5]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"unemployed";1.0;"cellular";"no";"high.school";"unemployed";"married";"sep";6.0;"success";3.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"housemaid";3.0;"cellular";"no";"professional.course";"housemaid";"married";"jul";6.0;"success";1.0;2011;"0-1229.5";"'(44-57.5]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";1.0;"cellular";"no";"professional.course";"technician";"married";"oct";3.0;"success";1.0;2011;"0-1229.5";"'(30.5-44]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";2.0;"cellular";"no";"professional.course";"technician";"married";"oct";27.0;"success";1.0;2011;"0-1229.5";"'(30.5-44]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"unemployed";1.0;"cellular";"no";"professional.course";"unemployed";"married";"may";6.0;"success";3.0;2011;"0-1229.5";"'(44-57.5]'";;"'(93.484-93.911667]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"university.degree";"admin.";"married";"aug";4.0;"success";2.0;2011;"0-1229.5";"'(44-57.5]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"university.degree";"admin.";"married";"jun";3.0;"success";2.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"university.degree";"admin.";"married";"oct";3.0;"success";2.0;2011;"0-1229.5";"'(30.5-44]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";2.0;"cellular";"no";"university.degree";"admin.";"married";"sep";6.0;"success";2.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"management";2.0;"cellular";"no";"university.degree";"management";"married";"sep";3.0;"success";2.0;2011;"0-1229.5";"'(44-57.5]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"management";1.0;"cellular";"no";"university.degree";"management";"married";"sep";3.0;"success";3.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"unknown";1.0;"cellular";"no";"unknown";"unknown";"married";"aug";6.0;"success";1.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"unknown";"admin.";"married";"sep";7.0;"success";3.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"blue-collar";2.0;"cellular";"no";"basic.9y";"blue-collar";"single";"jun";3.0;"success";1.0;2009;"0-1229.5";"'(44-57.5]'";;"'(92.628667-93.056333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(5029.725-5095.85]'";"yes"
"student";2.0;"cellular";"no";"basic.9y";"student";"single";"oct";6.0;"success";1.0;2009;"0-1229.5";"0-30.5";;"'(-inf-92.628667]'";"'(-30.883333-inf)'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"student";3.0;"cellular";"no";"high.school";"student";"single";"oct";6.0;"success";1.0;2009;"0-1229.5";"0-30.5";;"'(-inf-92.628667]'";"'(-30.883333-inf)'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"unemployed";2.0;"cellular";"no";"professional.course";"unemployed";"single";"aug";2.0;"success";1.0;2009;"0-1229.5";"'(30.5-44]'";;"'(-inf-92.628667]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(5029.725-5095.85]'";"yes"
"technician";1.0;"cellular";"no";"professional.course";"technician";"single";"may";3.0;"success";1.0;2009;"0-1229.5";"0-30.5";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"yes"
"admin.";1.0;"cellular";"no";"university.degree";"admin.";"single";"may";3.0;"success";1.0;2009;"0-1229.5";"'(44-57.5]'";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"yes"
