@relation '238359_bank3data-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R1-precision6-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R11-precision6-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R16-20-precision6-weka.filters.unsupervised.attribute.Copy-R22-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceRok-R23-weka.filters.unsupervised.attribute.ChangeDateFormat-C23-Fyyyy-weka.filters.unsupervised.attribute.NumericToNominal-R23-weka.filters.unsupervised.attribute.Reorder-R1-20,22-23,21-weka.filters.unsupervised.attribute.Remove-R6-7-weka.filters.unsupervised.attribute.InterquartileRange-R9-O3.0-E6.0-weka.filters.unsupervised.attribute.Remove-R22-23-weka.filters.unsupervised.instance.RemovePercentage-P85.0-weka.filters.unsupervised.attribute.Remove-R19'

@attribute age {0-33,33-50,50-66,66-82,>82}
@attribute job {housemaid,services,admin.,blue-collar,technician,retired,management,unemployed,self-employed,unknown,entrepreneur,student}
@attribute marital {married,single,divorced,unknown}
@attribute education {basic.4y,high.school,basic.6y,basic.9y,professional.course,unknown,university.degree,illiterate}
@attribute default {no,unknown,yes}
@attribute contact {telephone,cellular}
@attribute month {may,jun,jul,aug,oct,nov,dec,mar,apr,sep}
@attribute day_of_week {mon,tue,wed,thu,fri}
@attribute duration {0-984,984-1967,1967-2951,2951-3934,>3934}
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {nonexistent,failure,success}
@attribute emp.var.rate {<-2.44,-2.44--1.48,-1.48--0.52,-0.52-0.44,>0.44}
@attribute cons.price.idx {<92.7,92.7-93.2,93.2-93.7,93.7-94.2,>94.2}
@attribute cons.conf.idx {<-46.02,-46.02--41.24,-41.24--36.46,-36.46--31.68,>-31.68}
@attribute euribor3m {<1.52,1.52-2.4,2.4-3.28,3.28-4.16,>4.16}
@attribute nr.employed {<5016.5,5016.5-5069.4,5069.4-5122.3,5122.3-5175.2,>5175.2}
@attribute Rok {2008,2009,2010}
@attribute y {no,yes}

@data
0-33,blue-collar,single,professional.course,no,cellular,may,tue,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,admin.,married,university.degree,no,cellular,may,tue,0-984,1,999,1,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
50-66,self-employed,married,university.degree,no,cellular,may,tue,0-984,1,999,1,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,management,married,high.school,no,cellular,may,tue,0-984,1,999,1,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,blue-collar,married,basic.9y,no,cellular,may,tue,0-984,1,999,2,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
50-66,retired,married,university.degree,no,cellular,may,tue,0-984,1,3,1,success,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
0-33,admin.,married,university.degree,no,cellular,may,tue,0-984,2,999,2,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
50-66,retired,married,unknown,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,housemaid,married,high.school,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,admin.,married,university.degree,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,admin.,married,university.degree,no,cellular,may,tue,0-984,1,999,1,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,blue-collar,married,basic.9y,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,admin.,married,university.degree,no,cellular,may,tue,984-1967,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
33-50,admin.,married,high.school,no,cellular,may,tue,0-984,3,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
50-66,management,married,university.degree,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
33-50,admin.,married,high.school,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,blue-collar,married,basic.9y,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
33-50,admin.,married,high.school,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,admin.,married,high.school,no,cellular,may,tue,0-984,5,999,1,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,student,single,high.school,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
33-50,admin.,single,university.degree,no,cellular,may,tue,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,student,single,high.school,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
50-66,retired,married,high.school,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
50-66,retired,married,high.school,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
50-66,retired,married,high.school,no,cellular,may,tue,0-984,1,999,1,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
50-66,unknown,single,basic.4y,no,cellular,may,tue,0-984,3,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
50-66,unknown,single,basic.4y,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,admin.,single,university.degree,no,cellular,may,tue,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,admin.,married,high.school,no,cellular,may,tue,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
50-66,unknown,single,basic.4y,no,cellular,may,tue,0-984,1,3,1,success,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
50-66,housemaid,married,professional.course,no,telephone,may,tue,0-984,5,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,admin.,single,university.degree,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,admin.,single,university.degree,no,cellular,may,tue,0-984,1,3,1,success,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,self-employed,married,university.degree,no,cellular,may,tue,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,technician,single,university.degree,no,cellular,may,tue,0-984,1,2,1,success,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,technician,single,professional.course,no,telephone,may,tue,0-984,4,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,admin.,married,high.school,no,telephone,may,tue,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,admin.,divorced,university.degree,no,cellular,may,tue,0-984,1,9,1,success,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,admin.,divorced,university.degree,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,admin.,married,university.degree,no,cellular,may,tue,0-984,1,999,1,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
0-33,technician,single,university.degree,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
0-33,unemployed,single,high.school,no,cellular,may,tue,0-984,1,3,1,success,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
50-66,entrepreneur,married,professional.course,no,cellular,may,tue,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,technician,single,university.degree,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,admin.,married,high.school,no,cellular,may,tue,0-984,2,999,1,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
0-33,self-employed,married,university.degree,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,management,single,university.degree,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,admin.,single,university.degree,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
50-66,technician,married,professional.course,unknown,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,blue-collar,married,basic.9y,no,cellular,may,tue,2951-3934,2,3,2,success,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
50-66,admin.,divorced,professional.course,no,cellular,may,tue,0-984,1,999,1,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
50-66,retired,married,basic.4y,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,student,single,high.school,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,admin.,married,professional.course,no,cellular,may,tue,0-984,1,999,1,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,admin.,divorced,university.degree,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,services,married,high.school,no,cellular,may,tue,0-984,1,1,1,success,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,entrepreneur,single,basic.9y,no,cellular,may,tue,0-984,1,2,1,success,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,services,married,high.school,no,cellular,may,tue,0-984,1,999,2,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,admin.,married,high.school,no,telephone,may,tue,984-1967,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
0-33,admin.,single,university.degree,no,cellular,may,tue,0-984,1,999,2,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,admin.,married,university.degree,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,admin.,married,university.degree,no,cellular,may,tue,0-984,1,999,1,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,technician,single,university.degree,no,cellular,may,tue,0-984,1,3,1,success,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,student,single,high.school,no,cellular,may,tue,0-984,2,999,2,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,admin.,single,high.school,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,admin.,single,university.degree,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,admin.,single,university.degree,no,cellular,may,tue,0-984,1,999,2,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,admin.,single,university.degree,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
0-33,student,single,high.school,no,cellular,may,tue,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
0-33,blue-collar,married,basic.9y,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
33-50,services,married,high.school,no,cellular,may,tue,0-984,6,999,1,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,admin.,single,university.degree,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,services,married,university.degree,no,cellular,may,tue,0-984,1,1,1,success,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,services,married,university.degree,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,services,married,high.school,no,cellular,may,tue,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,services,married,university.degree,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
33-50,admin.,married,basic.9y,no,cellular,may,tue,0-984,1,999,1,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,services,married,university.degree,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,management,single,university.degree,no,cellular,may,tue,0-984,1,999,1,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,blue-collar,married,basic.9y,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,technician,married,professional.course,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
33-50,blue-collar,married,basic.9y,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,blue-collar,married,basic.9y,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,technician,single,university.degree,no,cellular,may,tue,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,services,married,high.school,no,cellular,may,tue,0-984,3,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,housemaid,married,university.degree,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,blue-collar,married,high.school,no,cellular,may,tue,0-984,2,3,1,success,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,blue-collar,married,high.school,no,cellular,may,tue,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,admin.,single,university.degree,no,cellular,may,tue,0-984,1,999,1,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,management,single,university.degree,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,technician,married,university.degree,no,cellular,may,tue,0-984,1,999,1,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,admin.,single,university.degree,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
0-33,admin.,married,university.degree,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,student,single,high.school,no,cellular,may,tue,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
0-33,services,married,basic.9y,no,cellular,may,tue,0-984,3,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
0-33,technician,single,unknown,no,cellular,may,tue,0-984,1,3,1,success,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
33-50,services,married,high.school,no,cellular,may,tue,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,technician,single,professional.course,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,blue-collar,single,university.degree,no,cellular,may,tue,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
50-66,services,married,high.school,no,telephone,may,tue,0-984,4,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
50-66,admin.,divorced,university.degree,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
50-66,admin.,divorced,university.degree,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,technician,single,professional.course,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,admin.,single,university.degree,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,admin.,single,university.degree,no,cellular,may,tue,0-984,1,999,1,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,admin.,single,university.degree,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,admin.,single,university.degree,no,cellular,may,tue,0-984,1,999,1,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,admin.,married,university.degree,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,technician,married,university.degree,no,cellular,may,tue,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,admin.,married,high.school,no,cellular,may,tue,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
50-66,self-employed,married,university.degree,no,cellular,may,tue,0-984,2,999,1,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,student,single,basic.6y,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
50-66,self-employed,married,university.degree,no,cellular,may,tue,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,student,single,unknown,no,cellular,may,tue,0-984,2,999,1,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,admin.,single,high.school,no,cellular,may,tue,0-984,3,3,1,success,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,blue-collar,married,basic.9y,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
0-33,services,married,university.degree,no,cellular,may,tue,0-984,2,3,1,success,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,technician,single,high.school,no,cellular,may,tue,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
0-33,admin.,single,university.degree,no,cellular,may,tue,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,retired,divorced,university.degree,no,cellular,may,tue,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,admin.,single,university.degree,no,cellular,may,wed,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,admin.,single,university.degree,no,cellular,may,wed,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,technician,single,professional.course,no,cellular,may,wed,0-984,3,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
0-33,admin.,single,university.degree,no,cellular,may,wed,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,services,married,high.school,no,cellular,may,wed,0-984,3,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
50-66,admin.,divorced,university.degree,no,cellular,may,wed,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,technician,married,professional.course,no,cellular,may,wed,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,admin.,married,university.degree,no,cellular,may,wed,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,admin.,single,high.school,no,cellular,may,wed,0-984,1,3,1,success,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
50-66,unemployed,married,basic.9y,no,cellular,may,wed,0-984,1,3,1,success,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
33-50,admin.,married,university.degree,no,cellular,may,wed,0-984,1,7,1,success,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
0-33,technician,married,professional.course,no,cellular,may,wed,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,management,married,high.school,no,cellular,may,wed,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,admin.,single,high.school,no,cellular,may,wed,0-984,3,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,student,single,professional.course,no,cellular,may,wed,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,blue-collar,married,basic.4y,no,cellular,may,wed,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
50-66,unemployed,married,basic.9y,no,telephone,may,wed,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,blue-collar,married,basic.4y,no,cellular,may,wed,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,blue-collar,married,basic.4y,no,cellular,may,wed,0-984,1,999,1,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,management,married,university.degree,no,cellular,may,wed,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
50-66,admin.,divorced,university.degree,no,cellular,may,wed,0-984,3,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
33-50,admin.,single,university.degree,no,cellular,may,wed,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,services,single,high.school,no,cellular,may,wed,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,admin.,married,university.degree,no,telephone,may,wed,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
50-66,admin.,married,university.degree,no,cellular,may,wed,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,blue-collar,married,basic.9y,no,cellular,may,wed,0-984,2,1,1,success,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
50-66,technician,married,basic.4y,no,cellular,may,wed,0-984,3,3,1,success,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
0-33,admin.,single,university.degree,no,cellular,may,wed,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,admin.,married,university.degree,no,cellular,may,wed,0-984,2,3,1,success,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
66-82,retired,married,university.degree,no,cellular,may,wed,0-984,2,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,blue-collar,married,basic.9y,no,cellular,may,wed,0-984,7,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
33-50,admin.,married,university.degree,no,cellular,may,wed,0-984,1,999,1,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
0-33,management,married,university.degree,no,cellular,may,wed,0-984,4,999,1,failure,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,yes
33-50,housemaid,married,university.degree,no,cellular,may,wed,0-984,1,999,0,nonexistent,-2.44--1.48,92.7-93.2,<-46.02,<1.52,5069.4-5122.3,2009,no
