@relation '01_klienci4-weka.filters.unsupervised.attribute.Reorder-R1-2,4-8,3-weka.filters.unsupervised.attribute.Copy-R8-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceprzedzial-R9-weka.filters.unsupervised.attribute.Discretize-B6-M-1.0-R9-precision6-weka.filters.unsupervised.attribute.InterquartileRange-R2-O3.0-E6.0-weka.filters.unsupervised.attribute.Remove-R10-11-weka.filters.unsupervised.attribute.Copy-R2-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceprzedzial_czas rozmowy-R10-weka.filters.unsupervised.attribute.Copy-R10-weka.filters.unsupervised.attribute.Discretize-B6-M-1.0-R10-precision6-weka.filters.supervised.attribute.Discretize-R11-precision6-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceprzedzial_czas rozmowy_supervised-R11-weka.filters.unsupervised.attribute.Reorder-R1-7,10-11,8,9-weka.filters.unsupervised.attribute.Copy-R4-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceDzienTygodnia-R12-weka.filters.unsupervised.attribute.ChangeDateFormat-C12-FEEE-weka.filters.unsupervised.attribute.ChangeDateFormat-C12-F\"EEE\"-weka.filters.unsupervised.attribute.NumericToNominal-R12-weka.filters.unsupervised.attribute.Reorder-R1-9,12,10-11'

@attribute 'numer klienta' {6,12,9,3,7,11,2,5,10,1,8,4,15,13,14}
@attribute 'czas rozmowy' numeric
@attribute przedstawiciel {P03,P02,P05,P01,P04}
@attribute 'data rozmowy' date yyyy-MM-dd
@attribute Oddzia³ {Rzeszów,Wroc³aw,£ódŸ,Warszawa}
@attribute Region {Po³udnie,Zachód,Centrum}
@attribute miesi¹c {9,10,8}
@attribute 'przedzial_czas rozmowy' {'\'(-inf-30.666667]\'','\'(30.666667-60.333333]\'','\'(60.333333-90]\'','\'(90-119.666667]\'','\'(119.666667-149.333333]\'','\'(149.333333-inf)\''}
@attribute 'przedzial_czas rozmowy_supervised' {'\'All\''}
@attribute DzienTygodnia {'\"czw.\"','\"pt.\"','\"sob.\"','\"niedz.\"','\"pon.\"','\"wt.\"','\"?r.\"'}
@attribute 'kwota zakupu' numeric
@attribute przedzial {'\'(-inf-54.166667]\'','\'(54.166667-88.333333]\'','\'(88.333333-122.5]\'','\'(122.5-156.666667]\'','\'(156.666667-190.833333]\'','\'(190.833333-inf)\''}

@data
8,168,P04,2013-08-02,Warszawa,Centrum,8,'\'(149.333333-inf)\'','\'All\'','\"pt.\"',61,'\'(54.166667-88.333333]\''
6,146,P05,2013-10-14,£ódŸ,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'','\"pon.\"',179,'\'(156.666667-190.833333]\''
13,129,P02,2013-09-14,Wroc³aw,Zachód,9,'\'(119.666667-149.333333]\'','\'All\'','\"sob.\"',99,'\'(88.333333-122.5]\''
15,97,P04,2013-10-02,Warszawa,Centrum,10,'\'(90-119.666667]\'','\'All\'','\"?r.\"',140,'\'(122.5-156.666667]\''
9,2,P05,2013-09-08,£ódŸ,Centrum,9,'\'(-inf-30.666667]\'','\'All\'','\"niedz.\"',147,'\'(122.5-156.666667]\''
15,111,P03,2013-09-23,Rzeszów,Po³udnie,9,'\'(90-119.666667]\'','\'All\'','\"pon.\"',179,'\'(156.666667-190.833333]\''
14,43,P01,2013-09-25,Warszawa,Centrum,9,'\'(30.666667-60.333333]\'','\'All\'','\"?r.\"',211,'\'(190.833333-inf)\''
13,20,P02,2013-10-11,Wroc³aw,Zachód,10,'\'(-inf-30.666667]\'','\'All\'','\"pt.\"',22,'\'(-inf-54.166667]\''
12,104,P01,2013-09-25,Warszawa,Centrum,9,'\'(90-119.666667]\'','\'All\'','\"?r.\"',98,'\'(88.333333-122.5]\''
6,37,P01,2013-09-21,Warszawa,Centrum,9,'\'(30.666667-60.333333]\'','\'All\'','\"sob.\"',44,'\'(-inf-54.166667]\''
12,175,P02,2013-09-13,Wroc³aw,Zachód,9,'\'(149.333333-inf)\'','\'All\'','\"pt.\"',95,'\'(88.333333-122.5]\''
7,10,P03,2013-09-26,Rzeszów,Po³udnie,9,'\'(-inf-30.666667]\'','\'All\'','\"czw.\"',180,'\'(156.666667-190.833333]\''
7,99,P03,2013-09-25,Rzeszów,Po³udnie,9,'\'(90-119.666667]\'','\'All\'','\"?r.\"',222,'\'(190.833333-inf)\''
14,49,P03,2013-08-26,Rzeszów,Po³udnie,8,'\'(30.666667-60.333333]\'','\'All\'','\"pon.\"',48,'\'(-inf-54.166667]\''
1,88,P05,2013-10-11,£ódŸ,Centrum,10,'\'(60.333333-90]\'','\'All\'','\"pt.\"',71,'\'(54.166667-88.333333]\''
3,3,P04,2013-09-27,Warszawa,Centrum,9,'\'(-inf-30.666667]\'','\'All\'','\"pt.\"',209,'\'(190.833333-inf)\''
4,137,P01,2013-08-30,Warszawa,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'','\"pt.\"',82,'\'(54.166667-88.333333]\''
9,145,P05,2013-10-18,£ódŸ,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'','\"pt.\"',79,'\'(54.166667-88.333333]\''
3,70,P01,2013-08-19,Warszawa,Centrum,8,'\'(60.333333-90]\'','\'All\'','\"pon.\"',120,'\'(88.333333-122.5]\''
10,48,P03,2013-10-29,Rzeszów,Po³udnie,10,'\'(30.666667-60.333333]\'','\'All\'','\"wt.\"',174,'\'(156.666667-190.833333]\''
4,163,P01,2013-09-15,Warszawa,Centrum,9,'\'(149.333333-inf)\'','\'All\'','\"niedz.\"',200,'\'(190.833333-inf)\''
13,166,P01,2013-09-02,Warszawa,Centrum,9,'\'(149.333333-inf)\'','\'All\'','\"pon.\"',174,'\'(156.666667-190.833333]\''
11,77,P03,2013-10-03,Rzeszów,Po³udnie,10,'\'(60.333333-90]\'','\'All\'','\"czw.\"',23,'\'(-inf-54.166667]\''
10,171,P02,2013-08-19,Wroc³aw,Zachód,8,'\'(149.333333-inf)\'','\'All\'','\"pon.\"',181,'\'(156.666667-190.833333]\''
1,99,P01,2013-08-26,Warszawa,Centrum,8,'\'(90-119.666667]\'','\'All\'','\"pon.\"',206,'\'(190.833333-inf)\''
1,118,P02,2013-08-30,Wroc³aw,Zachód,8,'\'(90-119.666667]\'','\'All\'','\"pt.\"',122,'\'(88.333333-122.5]\''
13,94,P04,2013-10-12,Warszawa,Centrum,10,'\'(90-119.666667]\'','\'All\'','\"sob.\"',153,'\'(122.5-156.666667]\''
13,91,P03,2013-10-18,Rzeszów,Po³udnie,10,'\'(90-119.666667]\'','\'All\'','\"pt.\"',57,'\'(54.166667-88.333333]\''
14,44,P03,2013-10-26,Rzeszów,Po³udnie,10,'\'(30.666667-60.333333]\'','\'All\'','\"sob.\"',154,'\'(122.5-156.666667]\''
3,90,P01,2013-08-01,Warszawa,Centrum,8,'\'(60.333333-90]\'','\'All\'','\"czw.\"',222,'\'(190.833333-inf)\''
4,95,P01,2013-10-21,Warszawa,Centrum,10,'\'(90-119.666667]\'','\'All\'','\"pon.\"',115,'\'(88.333333-122.5]\''
2,149,P01,2013-08-18,Warszawa,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'','\"niedz.\"',212,'\'(190.833333-inf)\''
11,124,P01,2013-08-25,Warszawa,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'','\"niedz.\"',190,'\'(156.666667-190.833333]\''
8,33,P05,2013-10-17,£ódŸ,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'','\"czw.\"',179,'\'(156.666667-190.833333]\''
11,5,P02,2013-08-20,Wroc³aw,Zachód,8,'\'(-inf-30.666667]\'','\'All\'','\"wt.\"',66,'\'(54.166667-88.333333]\''
5,129,P03,2013-08-15,Rzeszów,Po³udnie,8,'\'(119.666667-149.333333]\'','\'All\'','\"czw.\"',114,'\'(88.333333-122.5]\''
14,135,P03,2013-09-29,Rzeszów,Po³udnie,9,'\'(119.666667-149.333333]\'','\'All\'','\"niedz.\"',137,'\'(122.5-156.666667]\''
1,68,P05,2013-09-08,£ódŸ,Centrum,9,'\'(60.333333-90]\'','\'All\'','\"niedz.\"',185,'\'(156.666667-190.833333]\''
11,72,P05,2013-10-30,£ódŸ,Centrum,10,'\'(60.333333-90]\'','\'All\'','\"?r.\"',141,'\'(122.5-156.666667]\''
3,93,P05,2013-08-19,£ódŸ,Centrum,8,'\'(90-119.666667]\'','\'All\'','\"pon.\"',44,'\'(-inf-54.166667]\''
10,62,P01,2013-08-13,Warszawa,Centrum,8,'\'(60.333333-90]\'','\'All\'','\"wt.\"',192,'\'(190.833333-inf)\''
3,95,P05,2013-09-07,£ódŸ,Centrum,9,'\'(90-119.666667]\'','\'All\'','\"sob.\"',178,'\'(156.666667-190.833333]\''
6,111,P03,2013-10-27,Rzeszów,Po³udnie,10,'\'(90-119.666667]\'','\'All\'','\"niedz.\"',50,'\'(-inf-54.166667]\''
1,15,P03,2013-08-02,Rzeszów,Po³udnie,8,'\'(-inf-30.666667]\'','\'All\'','\"pt.\"',150,'\'(122.5-156.666667]\''
9,66,P05,2013-10-05,£ódŸ,Centrum,10,'\'(60.333333-90]\'','\'All\'','\"sob.\"',151,'\'(122.5-156.666667]\''
6,173,P01,2013-09-01,Warszawa,Centrum,9,'\'(149.333333-inf)\'','\'All\'','\"niedz.\"',36,'\'(-inf-54.166667]\''
12,125,P04,2013-09-13,Warszawa,Centrum,9,'\'(119.666667-149.333333]\'','\'All\'','\"pt.\"',155,'\'(122.5-156.666667]\''
8,164,P03,2013-08-16,Rzeszów,Po³udnie,8,'\'(149.333333-inf)\'','\'All\'','\"pt.\"',23,'\'(-inf-54.166667]\''
7,85,P01,2013-08-20,Warszawa,Centrum,8,'\'(60.333333-90]\'','\'All\'','\"wt.\"',105,'\'(88.333333-122.5]\''
5,131,P02,2013-08-10,Wroc³aw,Zachód,8,'\'(119.666667-149.333333]\'','\'All\'','\"sob.\"',24,'\'(-inf-54.166667]\''
6,87,P05,2013-09-12,£ódŸ,Centrum,9,'\'(60.333333-90]\'','\'All\'','\"czw.\"',189,'\'(156.666667-190.833333]\''
2,167,P01,2013-10-03,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'','\"czw.\"',221,'\'(190.833333-inf)\''
5,92,P02,2013-08-27,Wroc³aw,Zachód,8,'\'(90-119.666667]\'','\'All\'','\"wt.\"',151,'\'(122.5-156.666667]\''
7,144,P01,2013-08-06,Warszawa,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'','\"wt.\"',133,'\'(122.5-156.666667]\''
5,123,P02,2013-08-21,Wroc³aw,Zachód,8,'\'(119.666667-149.333333]\'','\'All\'','\"?r.\"',27,'\'(-inf-54.166667]\''
7,128,P05,2013-10-29,£ódŸ,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'','\"wt.\"',178,'\'(156.666667-190.833333]\''
15,90,P01,2013-10-01,Warszawa,Centrum,10,'\'(60.333333-90]\'','\'All\'','\"wt.\"',204,'\'(190.833333-inf)\''
1,172,P02,2013-10-19,Wroc³aw,Zachód,10,'\'(149.333333-inf)\'','\'All\'','\"sob.\"',106,'\'(88.333333-122.5]\''
6,149,P03,2013-10-16,Rzeszów,Po³udnie,10,'\'(119.666667-149.333333]\'','\'All\'','\"?r.\"',42,'\'(-inf-54.166667]\''
7,15,P03,2013-09-30,Rzeszów,Po³udnie,9,'\'(-inf-30.666667]\'','\'All\'','\"pon.\"',100,'\'(88.333333-122.5]\''
3,172,P05,2013-09-04,£ódŸ,Centrum,9,'\'(149.333333-inf)\'','\'All\'','\"?r.\"',131,'\'(122.5-156.666667]\''
2,179,P05,2013-10-11,£ódŸ,Centrum,10,'\'(149.333333-inf)\'','\'All\'','\"pt.\"',160,'\'(156.666667-190.833333]\''
3,35,P03,2013-10-08,Rzeszów,Po³udnie,10,'\'(30.666667-60.333333]\'','\'All\'','\"wt.\"',133,'\'(122.5-156.666667]\''
6,19,P04,2013-10-01,Warszawa,Centrum,10,'\'(-inf-30.666667]\'','\'All\'','\"wt.\"',185,'\'(156.666667-190.833333]\''
8,72,P04,2013-09-26,Warszawa,Centrum,9,'\'(60.333333-90]\'','\'All\'','\"czw.\"',195,'\'(190.833333-inf)\''
3,61,P05,2013-09-10,£ódŸ,Centrum,9,'\'(60.333333-90]\'','\'All\'','\"wt.\"',26,'\'(-inf-54.166667]\''
4,134,P02,2013-10-19,Wroc³aw,Zachód,10,'\'(119.666667-149.333333]\'','\'All\'','\"sob.\"',77,'\'(54.166667-88.333333]\''
6,120,P01,2013-09-03,Warszawa,Centrum,9,'\'(119.666667-149.333333]\'','\'All\'','\"wt.\"',131,'\'(122.5-156.666667]\''
5,37,P05,2013-10-20,£ódŸ,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'','\"niedz.\"',48,'\'(-inf-54.166667]\''
7,165,P04,2013-09-24,Warszawa,Centrum,9,'\'(149.333333-inf)\'','\'All\'','\"wt.\"',186,'\'(156.666667-190.833333]\''
13,122,P05,2013-08-04,£ódŸ,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'','\"niedz.\"',48,'\'(-inf-54.166667]\''
2,137,P03,2013-08-25,Rzeszów,Po³udnie,8,'\'(119.666667-149.333333]\'','\'All\'','\"niedz.\"',214,'\'(190.833333-inf)\''
12,147,P04,2013-08-24,Warszawa,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'','\"sob.\"',67,'\'(54.166667-88.333333]\''
1,28,P05,2013-08-15,£ódŸ,Centrum,8,'\'(-inf-30.666667]\'','\'All\'','\"czw.\"',83,'\'(54.166667-88.333333]\''
11,85,P05,2013-08-27,£ódŸ,Centrum,8,'\'(60.333333-90]\'','\'All\'','\"wt.\"',100,'\'(88.333333-122.5]\''
1,148,P02,2013-10-05,Wroc³aw,Zachód,10,'\'(119.666667-149.333333]\'','\'All\'','\"sob.\"',133,'\'(122.5-156.666667]\''
4,176,P02,2013-09-02,Wroc³aw,Zachód,9,'\'(149.333333-inf)\'','\'All\'','\"pon.\"',108,'\'(88.333333-122.5]\''
6,21,P02,2013-09-03,Wroc³aw,Zachód,9,'\'(-inf-30.666667]\'','\'All\'','\"wt.\"',223,'\'(190.833333-inf)\''
1,118,P02,2013-10-25,Wroc³aw,Zachód,10,'\'(90-119.666667]\'','\'All\'','\"pt.\"',71,'\'(54.166667-88.333333]\''
12,128,P03,2013-10-14,Rzeszów,Po³udnie,10,'\'(119.666667-149.333333]\'','\'All\'','\"pon.\"',31,'\'(-inf-54.166667]\''
1,86,P04,2013-09-02,Warszawa,Centrum,9,'\'(60.333333-90]\'','\'All\'','\"pon.\"',146,'\'(122.5-156.666667]\''
5,173,P02,2013-08-21,Wroc³aw,Zachód,8,'\'(149.333333-inf)\'','\'All\'','\"?r.\"',126,'\'(122.5-156.666667]\''
11,28,P05,2013-08-22,£ódŸ,Centrum,8,'\'(-inf-30.666667]\'','\'All\'','\"czw.\"',213,'\'(190.833333-inf)\''
7,94,P04,2013-09-23,Warszawa,Centrum,9,'\'(90-119.666667]\'','\'All\'','\"pon.\"',116,'\'(88.333333-122.5]\''
1,20,P02,2013-09-26,Wroc³aw,Zachód,9,'\'(-inf-30.666667]\'','\'All\'','\"czw.\"',134,'\'(122.5-156.666667]\''
8,43,P05,2013-09-10,£ódŸ,Centrum,9,'\'(30.666667-60.333333]\'','\'All\'','\"wt.\"',158,'\'(156.666667-190.833333]\''
14,120,P05,2013-09-19,£ódŸ,Centrum,9,'\'(119.666667-149.333333]\'','\'All\'','\"czw.\"',221,'\'(190.833333-inf)\''
1,14,P01,2013-10-20,Warszawa,Centrum,10,'\'(-inf-30.666667]\'','\'All\'','\"niedz.\"',42,'\'(-inf-54.166667]\''
11,145,P03,2013-08-01,Rzeszów,Po³udnie,8,'\'(119.666667-149.333333]\'','\'All\'','\"czw.\"',101,'\'(88.333333-122.5]\''
4,57,P05,2013-08-09,£ódŸ,Centrum,8,'\'(30.666667-60.333333]\'','\'All\'','\"pt.\"',168,'\'(156.666667-190.833333]\''
15,142,P03,2013-10-02,Rzeszów,Po³udnie,10,'\'(119.666667-149.333333]\'','\'All\'','\"?r.\"',199,'\'(190.833333-inf)\''
10,150,P03,2013-08-19,Rzeszów,Po³udnie,8,'\'(149.333333-inf)\'','\'All\'','\"pon.\"',45,'\'(-inf-54.166667]\''
5,122,P02,2013-10-15,Wroc³aw,Zachód,10,'\'(119.666667-149.333333]\'','\'All\'','\"wt.\"',165,'\'(156.666667-190.833333]\''
2,133,P04,2013-08-25,Warszawa,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'','\"niedz.\"',102,'\'(88.333333-122.5]\''
13,168,P01,2013-08-17,Warszawa,Centrum,8,'\'(149.333333-inf)\'','\'All\'','\"sob.\"',90,'\'(88.333333-122.5]\''
4,14,P04,2013-08-21,Warszawa,Centrum,8,'\'(-inf-30.666667]\'','\'All\'','\"?r.\"',143,'\'(122.5-156.666667]\''
5,139,P02,2013-08-17,Wroc³aw,Zachód,8,'\'(119.666667-149.333333]\'','\'All\'','\"sob.\"',161,'\'(156.666667-190.833333]\''
14,92,P04,2013-09-17,Warszawa,Centrum,9,'\'(90-119.666667]\'','\'All\'','\"wt.\"',22,'\'(-inf-54.166667]\''
1,38,P02,2013-09-22,Wroc³aw,Zachód,9,'\'(30.666667-60.333333]\'','\'All\'','\"niedz.\"',186,'\'(156.666667-190.833333]\''
14,142,P05,2013-09-12,£ódŸ,Centrum,9,'\'(119.666667-149.333333]\'','\'All\'','\"czw.\"',41,'\'(-inf-54.166667]\''
13,179,P03,2013-09-01,Rzeszów,Po³udnie,9,'\'(149.333333-inf)\'','\'All\'','\"niedz.\"',62,'\'(54.166667-88.333333]\''
10,50,P03,2013-08-10,Rzeszów,Po³udnie,8,'\'(30.666667-60.333333]\'','\'All\'','\"sob.\"',208,'\'(190.833333-inf)\''
12,121,P03,2013-09-07,Rzeszów,Po³udnie,9,'\'(119.666667-149.333333]\'','\'All\'','\"sob.\"',114,'\'(88.333333-122.5]\''
9,75,P05,2013-09-28,£ódŸ,Centrum,9,'\'(60.333333-90]\'','\'All\'','\"sob.\"',42,'\'(-inf-54.166667]\''
11,57,P03,2013-10-19,Rzeszów,Po³udnie,10,'\'(30.666667-60.333333]\'','\'All\'','\"sob.\"',124,'\'(122.5-156.666667]\''
8,169,P03,2013-10-16,Rzeszów,Po³udnie,10,'\'(149.333333-inf)\'','\'All\'','\"?r.\"',100,'\'(88.333333-122.5]\''
13,11,P02,2013-08-04,Wroc³aw,Zachód,8,'\'(-inf-30.666667]\'','\'All\'','\"niedz.\"',68,'\'(54.166667-88.333333]\''
4,129,P05,2013-10-17,£ódŸ,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'','\"czw.\"',218,'\'(190.833333-inf)\''
5,111,P02,2013-09-09,Wroc³aw,Zachód,9,'\'(90-119.666667]\'','\'All\'','\"pon.\"',35,'\'(-inf-54.166667]\''
14,40,P03,2013-10-06,Rzeszów,Po³udnie,10,'\'(30.666667-60.333333]\'','\'All\'','\"niedz.\"',103,'\'(88.333333-122.5]\''
11,178,P01,2013-10-28,Warszawa,Centrum,10,'\'(149.333333-inf)\'','\'All\'','\"pon.\"',113,'\'(88.333333-122.5]\''
7,4,P04,2013-08-18,Warszawa,Centrum,8,'\'(-inf-30.666667]\'','\'All\'','\"niedz.\"',204,'\'(190.833333-inf)\''
11,4,P01,2013-09-15,Warszawa,Centrum,9,'\'(-inf-30.666667]\'','\'All\'','\"niedz.\"',165,'\'(156.666667-190.833333]\''
6,51,P02,2013-10-15,Wroc³aw,Zachód,10,'\'(30.666667-60.333333]\'','\'All\'','\"wt.\"',197,'\'(190.833333-inf)\''
7,40,P03,2013-09-21,Rzeszów,Po³udnie,9,'\'(30.666667-60.333333]\'','\'All\'','\"sob.\"',140,'\'(122.5-156.666667]\''
12,173,P01,2013-09-09,Warszawa,Centrum,9,'\'(149.333333-inf)\'','\'All\'','\"pon.\"',58,'\'(54.166667-88.333333]\''
12,178,P02,2013-10-17,Wroc³aw,Zachód,10,'\'(149.333333-inf)\'','\'All\'','\"czw.\"',81,'\'(54.166667-88.333333]\''
8,12,P01,2013-10-22,Warszawa,Centrum,10,'\'(-inf-30.666667]\'','\'All\'','\"wt.\"',219,'\'(190.833333-inf)\''
15,9,P05,2013-10-26,£ódŸ,Centrum,10,'\'(-inf-30.666667]\'','\'All\'','\"sob.\"',37,'\'(-inf-54.166667]\''
12,21,P02,2013-09-22,Wroc³aw,Zachód,9,'\'(-inf-30.666667]\'','\'All\'','\"niedz.\"',130,'\'(122.5-156.666667]\''
15,78,P03,2013-10-17,Rzeszów,Po³udnie,10,'\'(60.333333-90]\'','\'All\'','\"czw.\"',153,'\'(122.5-156.666667]\''
10,171,P05,2013-10-19,£ódŸ,Centrum,10,'\'(149.333333-inf)\'','\'All\'','\"sob.\"',38,'\'(-inf-54.166667]\''
5,46,P01,2013-10-21,Warszawa,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'','\"pon.\"',98,'\'(88.333333-122.5]\''
4,111,P03,2013-10-16,Rzeszów,Po³udnie,10,'\'(90-119.666667]\'','\'All\'','\"?r.\"',186,'\'(156.666667-190.833333]\''
6,51,P04,2013-10-21,Warszawa,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'','\"pon.\"',27,'\'(-inf-54.166667]\''
12,123,P03,2013-10-01,Rzeszów,Po³udnie,10,'\'(119.666667-149.333333]\'','\'All\'','\"wt.\"',172,'\'(156.666667-190.833333]\''
4,159,P01,2013-08-02,Warszawa,Centrum,8,'\'(149.333333-inf)\'','\'All\'','\"pt.\"',194,'\'(190.833333-inf)\''
9,127,P04,2013-09-13,Warszawa,Centrum,9,'\'(119.666667-149.333333]\'','\'All\'','\"pt.\"',145,'\'(122.5-156.666667]\''
5,65,P01,2013-09-06,Warszawa,Centrum,9,'\'(60.333333-90]\'','\'All\'','\"pt.\"',191,'\'(190.833333-inf)\''
4,54,P05,2013-09-11,£ódŸ,Centrum,9,'\'(30.666667-60.333333]\'','\'All\'','\"?r.\"',220,'\'(190.833333-inf)\''
14,46,P03,2013-08-14,Rzeszów,Po³udnie,8,'\'(30.666667-60.333333]\'','\'All\'','\"?r.\"',225,'\'(190.833333-inf)\''
6,93,P04,2013-08-04,Warszawa,Centrum,8,'\'(90-119.666667]\'','\'All\'','\"niedz.\"',201,'\'(190.833333-inf)\''
11,165,P05,2013-10-05,£ódŸ,Centrum,10,'\'(149.333333-inf)\'','\'All\'','\"sob.\"',126,'\'(122.5-156.666667]\''
13,22,P05,2013-09-02,£ódŸ,Centrum,9,'\'(-inf-30.666667]\'','\'All\'','\"pon.\"',127,'\'(122.5-156.666667]\''
14,30,P05,2013-10-22,£ódŸ,Centrum,10,'\'(-inf-30.666667]\'','\'All\'','\"wt.\"',167,'\'(156.666667-190.833333]\''
13,149,P01,2013-09-03,Warszawa,Centrum,9,'\'(119.666667-149.333333]\'','\'All\'','\"wt.\"',35,'\'(-inf-54.166667]\''
10,44,P03,2013-10-09,Rzeszów,Po³udnie,10,'\'(30.666667-60.333333]\'','\'All\'','\"?r.\"',70,'\'(54.166667-88.333333]\''
15,91,P03,2013-08-14,Rzeszów,Po³udnie,8,'\'(90-119.666667]\'','\'All\'','\"?r.\"',205,'\'(190.833333-inf)\''
10,48,P02,2013-08-07,Wroc³aw,Zachód,8,'\'(30.666667-60.333333]\'','\'All\'','\"?r.\"',206,'\'(190.833333-inf)\''
12,130,P05,2013-08-21,£ódŸ,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'','\"?r.\"',103,'\'(88.333333-122.5]\''
14,41,P05,2013-10-20,£ódŸ,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'','\"niedz.\"',177,'\'(156.666667-190.833333]\''
4,53,P05,2013-10-16,£ódŸ,Centrum,10,'\'(30.666667-60.333333]\'','\'All\'','\"?r.\"',132,'\'(122.5-156.666667]\''
14,176,P05,2013-09-12,£ódŸ,Centrum,9,'\'(149.333333-inf)\'','\'All\'','\"czw.\"',28,'\'(-inf-54.166667]\''
6,169,P02,2013-09-26,Wroc³aw,Zachód,9,'\'(149.333333-inf)\'','\'All\'','\"czw.\"',194,'\'(190.833333-inf)\''
14,79,P03,2013-10-09,Rzeszów,Po³udnie,10,'\'(60.333333-90]\'','\'All\'','\"?r.\"',90,'\'(88.333333-122.5]\''
8,99,P02,2013-10-26,Wroc³aw,Zachód,10,'\'(90-119.666667]\'','\'All\'','\"sob.\"',113,'\'(88.333333-122.5]\''
7,163,P01,2013-08-15,Warszawa,Centrum,8,'\'(149.333333-inf)\'','\'All\'','\"czw.\"',163,'\'(156.666667-190.833333]\''
11,38,P04,2013-09-20,Warszawa,Centrum,9,'\'(30.666667-60.333333]\'','\'All\'','\"pt.\"',224,'\'(190.833333-inf)\''
11,127,P01,2013-10-01,Warszawa,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'','\"wt.\"',21,'\'(-inf-54.166667]\''
7,98,P02,2013-10-23,Wroc³aw,Zachód,10,'\'(90-119.666667]\'','\'All\'','\"?r.\"',105,'\'(88.333333-122.5]\''
4,67,P01,2013-08-01,Warszawa,Centrum,8,'\'(60.333333-90]\'','\'All\'','\"czw.\"',78,'\'(54.166667-88.333333]\''
5,111,P02,2013-08-04,Wroc³aw,Zachód,8,'\'(90-119.666667]\'','\'All\'','\"niedz.\"',111,'\'(88.333333-122.5]\''
11,53,P02,2013-10-19,Wroc³aw,Zachód,10,'\'(30.666667-60.333333]\'','\'All\'','\"sob.\"',24,'\'(-inf-54.166667]\''
4,2,P05,2013-09-12,£ódŸ,Centrum,9,'\'(-inf-30.666667]\'','\'All\'','\"czw.\"',36,'\'(-inf-54.166667]\''
5,133,P04,2013-10-25,Warszawa,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'','\"pt.\"',140,'\'(122.5-156.666667]\''
12,120,P03,2013-10-18,Rzeszów,Po³udnie,10,'\'(119.666667-149.333333]\'','\'All\'','\"pt.\"',210,'\'(190.833333-inf)\''
15,170,P04,2013-08-17,Warszawa,Centrum,8,'\'(149.333333-inf)\'','\'All\'','\"sob.\"',196,'\'(190.833333-inf)\''
6,125,P02,2013-09-02,Wroc³aw,Zachód,9,'\'(119.666667-149.333333]\'','\'All\'','\"pon.\"',51,'\'(-inf-54.166667]\''
4,59,P01,2013-09-12,Warszawa,Centrum,9,'\'(30.666667-60.333333]\'','\'All\'','\"czw.\"',63,'\'(54.166667-88.333333]\''
14,141,P01,2013-10-02,Warszawa,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'','\"?r.\"',177,'\'(156.666667-190.833333]\''
5,25,P04,2013-08-18,Warszawa,Centrum,8,'\'(-inf-30.666667]\'','\'All\'','\"niedz.\"',163,'\'(156.666667-190.833333]\''
7,120,P05,2013-08-16,£ódŸ,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'','\"pt.\"',133,'\'(122.5-156.666667]\''
10,163,P04,2013-08-25,Warszawa,Centrum,8,'\'(149.333333-inf)\'','\'All\'','\"niedz.\"',49,'\'(-inf-54.166667]\''
9,143,P05,2013-08-21,£ódŸ,Centrum,8,'\'(119.666667-149.333333]\'','\'All\'','\"?r.\"',97,'\'(88.333333-122.5]\''
15,148,P05,2013-10-12,£ódŸ,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'','\"sob.\"',200,'\'(190.833333-inf)\''
11,135,P05,2013-09-12,£ódŸ,Centrum,9,'\'(119.666667-149.333333]\'','\'All\'','\"czw.\"',170,'\'(156.666667-190.833333]\''
5,122,P04,2013-10-03,Warszawa,Centrum,10,'\'(119.666667-149.333333]\'','\'All\'','\"czw.\"',166,'\'(156.666667-190.833333]\''
